time	V(n002)	V(n012)
1.727651145911290e-001	-4.743019e+000	-5.228693e-001
1.730809217175108e-001	-4.452431e+000	-4.968730e-001
1.735878746363933e-001	-3.622557e+000	-4.112843e-001
1.743694099590590e-001	-1.812717e+000	-2.113578e-001
1.748409569400091e-001	-5.064737e-001	-5.975422e-002
1.752842746700171e-001	7.950718e-001	9.757569e-002
1.757297747710950e-001	2.026567e+000	2.518220e-001
1.762660462853389e-001	3.280223e+000	4.151521e-001
1.767882922235423e-001	4.216545e+000	5.428339e-001
1.770194344286242e-001	4.500739e+000	5.840075e-001
1.771902834728316e-001	4.630371e+000	6.045645e-001
1.773603767280869e-001	4.698534e+000	6.172830e-001
1.775719081068366e-001	4.709787e+000	6.235404e-001
1.777670739327391e-001	4.639226e+000	6.185148e-001
1.780840949832990e-001	4.349624e+000	5.862415e-001
1.785929096649076e-001	3.522277e+000	4.818689e-001
1.793768947126027e-001	1.715125e+000	2.395264e-001
1.798555483533213e-001	3.920045e-001	5.404356e-002
1.803017435798796e-001	-9.171085e-001	-1.363424e-001
1.807497762511283e-001	-2.152967e+000	-3.220160e-001
1.813020504349784e-001	-3.439954e+000	-5.224490e-001
1.818010369956346e-001	-4.328741e+000	-6.668032e-001
1.820287277205398e-001	-4.605783e+000	-7.144230e-001
1.821972440973340e-001	-4.732349e+000	-7.380934e-001
1.823687792130704e-001	-4.797575e+000	-7.525055e-001
1.826011342862347e-001	-4.799920e+000	-7.586680e-001
1.828146360764806e-001	-4.705690e+000	-7.489823e-001
1.831610425700510e-001	-4.344401e+000	-6.990145e-001
1.837145484627254e-001	-3.385100e+000	-5.535513e-001
1.843522759186345e-001	-1.875097e+000	-3.125530e-001
1.848178175589099e-001	-5.739912e-001	-9.685531e-002
1.852611797414920e-001	7.269982e-001	1.257038e-001
1.857064613991799e-001	1.963259e+000	3.434151e-001
1.862350223807739e-001	3.209256e+000	5.700750e-001
1.867761314955380e-001	4.192103e+000	7.557247e-001
1.870105822874214e-001	4.485317e+000	8.139499e-001
1.871836590834021e-001	4.619052e+000	8.425997e-001
1.873523898443558e-001	4.689000e+000	8.597427e-001
1.875620466305908e-001	4.703889e+000	8.679545e-001
1.877510218039769e-001	4.640689e+000	8.611366e-001
1.880580903507953e-001	4.372715e+000	8.185710e-001
1.885516066694520e-001	3.596777e+000	6.815854e-001
1.893153110723002e-001	1.876925e+000	3.617976e-001
1.897967952694855e-001	5.624706e-001	1.080544e-001
1.902469277701791e-001	-7.554889e-001	-1.543682e-001
1.906990484369188e-001	-2.015318e+000	-4.121458e-001
1.912312548224840e-001	-3.279312e+000	-6.787509e-001
1.917732740916517e-001	-4.273427e+000	-8.959872e-001
1.920085044881021e-001	-4.570894e+000	-9.641378e-001
1.921821050205205e-001	-4.706630e+000	-9.975652e-001
1.923505175364838e-001	-4.778979e+000	-1.017724e+000
1.925380411039844e-001	-4.797638e+000	-1.027160e+000
1.927119407587405e-001	-4.748556e+000	-1.021699e+000
1.929947138347950e-001	-4.526536e+000	-9.816682e-001
1.934505702956073e-001	-3.862732e+000	-8.476463e-001
1.941629500029153e-001	-2.341980e+000	-5.238779e-001
1.946504452963783e-001	-1.051659e+000	-2.386464e-001
1.951030819952588e-001	2.604915e-001	6.066708e-002
1.955578952832112e-001	1.548725e+000	3.627922e-001
1.960207527132962e-001	2.719433e+000	6.455005e-001
1.964759038754618e-001	3.631301e+000	8.737192e-001
1.969759355854677e-001	4.349189e+000	1.061761e+000
1.971577879598429e-001	4.512940e+000	1.107673e+000
1.973210784759515e-001	4.587576e+000	1.131723e+000
1.974857613649854e-001	4.612831e+000	1.143800e+000
1.976447076438757e-001	4.584523e+000	1.142389e+000
1.978855049153036e-001	4.438952e+000	1.114208e+000
1.982753632099308e-001	3.974909e+000	1.008700e+000
1.988934946975112e-001	2.835858e+000	7.314299e-001
1.994379988348518e-001	1.525770e+000	3.982825e-001
1.999126790126870e-001	2.179162e-001	5.396464e-002
2.004044298743602e-001	-1.162189e+000	-3.201609e-001
2.008533080319575e-001	-2.313195e+000	-6.416391e-001
2.014307585949740e-001	-3.533257e+000	-9.939872e-001
2.018404971315998e-001	-4.177275e+000	-1.187449e+000
2.020576028157757e-001	-4.404336e+000	-1.259574e+000
2.022189101452762e-001	-4.506920e+000	-1.294984e+000
2.023949979892562e-001	-4.558796e+000	-1.316709e+000
2.026109248478467e-001	-4.547710e+000	-1.321924e+000
2.028305645735384e-001	-4.442448e+000	-1.299675e+000
2.031867743033257e-001	-4.069487e+000	-1.202522e+000
2.037550199125228e-001	-3.110878e+000	-9.332998e-001
2.043647074083784e-001	-1.731353e+000	-5.281996e-001
2.048385655517019e-001	-4.819401e-001	-1.486723e-001
2.052825800605471e-001	7.325076e-001	2.308634e-001
2.057272501918687e-001	1.871877e+000	5.966873e-001
2.062566078469535e-001	3.012681e+000	9.742754e-001
2.067793229911181e-001	3.871578e+000	1.268927e+000
2.070129040128610e-001	4.132754e+000	1.362983e+000
2.071853959634566e-001	4.250103e+000	1.408547e+000
2.073544830362302e-001	4.309199e+000	1.435031e+000
2.075646312720311e-001	4.316022e+000	1.445921e+000
2.077552291374891e-001	4.251009e+000	1.431789e+000
2.080649078655814e-001	3.992574e+000	1.356005e+000
2.085624439218369e-001	3.261739e+000	1.120687e+000
2.093315102001604e-001	1.664587e+000	5.812185e-001
2.098180534247230e-001	4.531169e-001	1.573808e-001
2.102609017767208e-001	-7.179581e-001	-2.645470e-001
2.107045502042833e-001	-1.825107e+000	-6.740103e-001
2.112379993814340e-001	-2.951132e+000	-1.102851e+000
2.117735115922354e-001	-3.816740e+000	-1.444121e+000
2.120086771579408e-001	-4.075846e+000	-1.551193e+000
2.121822341545392e-001	-4.192122e+000	-1.602895e+000
2.123506730945877e-001	-4.251945e+000	-1.633240e+000
2.125383172720228e-001	-4.263441e+000	-1.646085e+000
2.127123903983501e-001	-4.215168e+000	-1.635200e+000
2.129954434847271e-001	-4.011059e+000	-1.567811e+000
2.134517363958241e-001	-3.413892e+000	-1.349336e+000
2.141647217918796e-001	-2.060382e+000	-8.289624e-001
2.146541143125139e-001	-9.170303e-001	-3.737754e-001
2.150971756800382e-001	2.111591e-001	8.838254e-002
2.155428902176733e-001	1.318414e+000	5.531512e-001
2.160029214452017e-001	2.319655e+000	9.849052e-001
2.166129724976258e-001	3.382059e+000	1.457267e+000
2.168970762092496e-001	3.737604e+000	1.621498e+000
2.170992606092020e-001	3.901112e+000	1.701426e+000
2.172502656377984e-001	3.975527e+000	1.740854e+000
2.174331055200627e-001	4.013097e+000	1.765894e+000
2.176251241871044e-001	3.995049e+000	1.766929e+000
2.178536610711148e-001	3.886628e+000	1.729234e+000
2.182240486530808e-001	3.523550e+000	1.581902e+000
2.188134509493784e-001	2.611980e+000	1.188406e+000
2.193909776250953e-001	1.429102e+000	6.578452e-001
2.198595234169700e-001	3.182080e-001	1.446434e-001
2.202948726446782e-001	-7.480317e-001	-3.603226e-001
2.207305633222093e-001	-1.745835e+000	-8.445797e-001
2.212793955111841e-001	-2.802271e+000	-1.371724e+000
2.217896779494885e-001	-3.548643e+000	-1.756691e+000
2.220204440888464e-001	-3.776618e+000	-1.879809e+000
2.221910394017787e-001	-3.878472e+000	-1.938897e+000
2.223612887413116e-001	-3.929272e+000	-1.972921e+000
2.225730340744739e-001	-3.931286e+000	-1.984761e+000
2.227689066333790e-001	-3.865949e+000	-1.961614e+000
2.230870629177081e-001	-3.615774e+000	-1.849206e+000
2.235976176028258e-001	-2.931645e+000	-1.516808e+000
2.242924370280203e-001	-1.637375e+000	-8.609456e-001
2.247652798713799e-001	-5.877613e-001	-3.122677e-001
2.252019871679766e-001	4.392814e-001	2.387479e-001
2.256412289599654e-001	1.422657e+000	7.788102e-001
2.261449113783039e-001	2.378699e+000	1.318255e+000
2.267669892176094e-001	3.286406e+000	1.847064e+000
2.270039373086355e-001	3.521252e+000	1.989904e+000
2.271786901807983e-001	3.623597e+000	2.056782e+000
2.273464052763415e-001	3.675776e+000	2.095303e+000
2.275307401170187e-001	3.686358e+000	2.111191e+000
2.277000535013057e-001	3.647074e+000	2.097617e+000
2.279754200855899e-001	3.479059e+000	2.014477e+000
2.284197126798113e-001	2.983793e+000	1.744692e+000
2.291159558198793e-001	1.847413e+000	1.096249e+000
2.296144750845268e-001	8.352984e-001	4.996285e-001
2.300647588884398e-001	-1.707357e-001	-1.094240e-001
2.305171312143446e-001	-1.164974e+000	-7.253082e-001
2.309771123994598e-001	-2.057204e+000	-1.292179e+000
2.315879810961276e-001	-3.009418e+000	-1.914851e+000
2.318900230663955e-001	-3.348808e+000	-2.144897e+000
2.320940517239607e-001	-3.496870e+000	-2.250773e+000
2.322463388892525e-001	-3.563658e+000	-2.302393e+000
2.324283231529419e-001	-3.596685e+000	-2.334264e+000
2.326233438218469e-001	-3.580062e+000	-2.334754e+000
2.328507654757033e-001	-3.484016e+000	-2.284815e+000
2.332193780712838e-001	-3.163760e+000	-2.092608e+000
2.338061423445758e-001	-2.362843e+000	-1.583342e+000
2.343832298897229e-001	-1.324062e+000	-8.987753e-001
2.348463490536287e-001	-3.629074e-001	-2.476013e-001
2.352820063515846e-001	5.680196e-001	3.980179e-001
2.357180622556690e-001	1.438217e+000	1.015516e+000
2.362499830476746e-001	2.328720e+000	1.664242e+000
2.367775938849662e-001	2.999963e+000	2.168799e+000
2.370116460065304e-001	3.201248e+000	2.326764e+000
2.371844548012667e-001	3.290675e+000	2.401894e+000
2.373533487173255e-001	3.334690e+000	2.444175e+000
2.375632306465142e-001	3.337917e+000	2.459218e+000
2.377529491829313e-001	3.286232e+000	2.432349e+000
2.380612135908069e-001	3.085444e+000	2.300254e+000
2.385565722185538e-001	2.522333e+000	1.899578e+000
2.393227369402067e-001	1.296581e+000	9.911580e-001
2.398015068491773e-001	3.805219e-001	2.914632e-001
2.402392619017910e-001	-5.083375e-001	-4.049652e-001
2.406794861767206e-001	-1.352920e+000	-1.081990e+000
2.412070505848416e-001	-2.209209e+000	-1.786539e+000
2.417622696984396e-001	-2.899292e+000	-2.372205e+000
2.420005103431369e-001	-3.100533e+000	-2.550368e+000
2.421761288883196e-001	-3.189839e+000	-2.634939e+000
2.423433225925822e-001	-3.234858e+000	-2.683010e+000
2.425252666407413e-001	-3.243923e+000	-2.702479e+000
2.426911414724822e-001	-3.210985e+000	-2.685810e+000
2.429609507055426e-001	-3.070246e+000	-2.584491e+000
2.433965424861980e-001	-2.655446e+000	-2.256465e+000
2.440805337833622e-001	-1.701161e+000	-1.466916e+000
2.445792057482463e-001	-8.351464e-001	-7.275506e-001
2.450289294375677e-001	2.497972e-002	2.592312e-002
2.454807605512586e-001	8.775564e-001	7.893819e-001
2.459169110347878e-001	1.609030e+000	1.460357e+000
2.465173528039552e-001	2.422578e+000	2.227504e+000
2.468683736953797e-001	2.768438e+000	2.564873e+000
2.470780910436563e-001	2.902298e+000	2.702215e+000
2.472343174689770e-001	2.961897e+000	2.768164e+000
2.474136998980629e-001	2.990716e+000	2.807334e+000
2.476178972833390e-001	2.977338e+000	2.808658e+000
2.478419066012580e-001	2.899377e+000	2.749772e+000
2.482050842799590e-001	2.637173e+000	2.521604e+000
2.487837519068722e-001	1.977783e+000	1.914406e+000
2.493712409379703e-001	1.090013e+000	1.067788e+000
2.498424508182403e-001	2.651907e-001	2.595665e-001
2.502816277993915e-001	-5.291306e-001	-5.370042e-001
2.507211924766870e-001	-1.271991e+000	-1.299219e+000
2.512627950269451e-001	-2.039500e+000	-2.107669e+000
2.517815716174162e-001	-2.596627e+000	-2.713270e+000
2.520145404502396e-001	-2.764931e+000	-2.904382e+000
2.521866204177828e-001	-2.839305e+000	-2.994892e+000
2.523559590782789e-001	-2.875341e+000	-3.045396e+000
2.525664537978765e-001	-2.875931e+000	-3.061609e+000
2.527581958191471e-001	-2.829120e+000	-3.025648e+000
2.530697143726375e-001	-2.652025e+000	-2.856647e+000
2.535700806092924e-001	-2.161679e+000	-2.352051e+000
2.543429080157557e-001	-1.106683e+000	-1.222614e+000
2.548129603647605e-001	-3.469368e-001	-3.848768e-001
2.552483127234518e-001	3.934186e-001	4.522363e-001
2.556840786156250e-001	1.088994e+000	1.256648e+000
2.562046122085729e-001	1.787804e+000	2.086113e+000
2.567612575250343e-001	2.357299e+000	2.783405e+000
2.569997756784001e-001	2.522326e+000	2.994223e+000
2.571755799188532e-001	2.594957e+000	3.093567e+000
2.573426620633726e-001	2.631071e+000	3.149439e+000
2.575240937889051e-001	2.637609e+000	3.171292e+000
2.576892317847219e-001	2.609992e+000	3.150690e+000
2.579578496825189e-001	2.494161e+000	3.030017e+000
2.583915736414819e-001	2.154316e+000	2.641807e+000
2.590729227062841e-001	1.372260e+000	1.707573e+000
2.595724242928552e-001	6.572101e-001	8.263189e-001
2.600222579236542e-001	-5.378726e-002	-7.274601e-002
2.604740109607275e-001	-7.598276e-001	-9.855780e-001
2.609151691108408e-001	-1.373337e+000	-1.798474e+000
2.615200019192578e-001	-2.052701e+000	-2.724433e+000
2.618694803510019e-001	-2.337349e+000	-3.126181e+000
2.620789058791688e-001	-2.447239e+000	-3.289624e+000
2.622349308007016e-001	-2.495727e+000	-3.367685e+000
2.624144453230338e-001	-2.518473e+000	-3.413441e+000
2.626181750264424e-001	-2.505913e+000	-3.413412e+000
2.628423583757841e-001	-2.439432e+000	-3.340796e+000
2.632058133792756e-001	-2.219131e+000	-3.064100e+000
2.637848948432310e-001	-1.669993e+000	-2.334280e+000
2.643661896695995e-001	-9.444050e-001	-1.335630e+000
2.648263897142522e-001	-2.828950e-001	-4.000756e-001
2.652605923445072e-001	3.595228e-001	5.298414e-001
2.656951485286368e-001	9.602787e-001	1.419599e+000
2.662183535383525e-001	1.566429e+000	2.341593e+000
2.667647491775502e-001	2.046869e+000	3.096084e+000
2.670023104698467e-001	2.187493e+000	3.326833e+000
2.671774741823512e-001	2.249100e+000	3.435344e+000
2.673449415590742e-001	2.279348e+000	3.496104e+000
2.675281412496656e-001	2.283673e+000	3.518781e+000
2.676958219969854e-001	2.257806e+000	3.493409e+000
2.679685503848047e-001	2.152727e+000	3.352779e+000
2.684087150384760e-001	1.848142e+000	2.906458e+000
2.690991571649771e-001	1.154210e+000	1.843175e+000
2.695928464820245e-001	5.398361e-001	8.716614e-001
2.700418121605241e-001	-7.325707e-002	-1.235155e-001
2.704930968611011e-001	-6.788766e-001	-1.129217e+000
2.709408263729118e-001	-1.209426e+000	-2.033039e+000
2.715499729079128e-001	-1.788458e+000	-3.048983e+000
2.718783852283055e-001	-2.012901e+000	-3.457514e+000
2.720854666408055e-001	-2.103278e+000	-3.631428e+000
2.722398706807458e-001	-2.142942e+000	-3.714443e+000
2.724204516795470e-001	-2.161028e+000	-3.763023e+000
2.726204125555279e-001	-2.148875e+000	-3.760786e+000
2.728459978383460e-001	-2.089761e+000	-3.677744e+000
2.732116863207874e-001	-1.897105e+000	-3.366978e+000
2.737940979770737e-001	-1.420705e+000	-2.553390e+000
2.743674774982629e-001	-8.063233e-001	-1.466065e+000
2.748282358964093e-001	-2.396491e-001	-4.348244e-001
2.752634263030183e-001	3.096186e-001	5.889518e-001
2.756987822177340e-001	8.216382e-001	1.566306e+000
2.762237112892942e-001	1.337400e+000	2.578562e+000
2.767669681017878e-001	1.740955e+000	3.397515e+000
2.770039219707574e-001	1.858858e+000	3.648082e+000
2.771786787154124e-001	1.910135e+000	3.765539e+000
2.773463914737251e-001	1.934929e+000	3.831010e+000
2.775307156104964e-001	1.937507e+000	3.854484e+000
2.777000135997511e-001	1.914163e+000	3.824676e+000
2.779753553109067e-001	1.821923e+000	3.665539e+000
2.784196090080967e-001	1.557402e+000	3.165379e+000
2.791157975849601e-001	9.593152e-001	1.981599e+000
2.796097293414496e-001	4.369942e-001	9.136869e-001
2.800530932558475e-001	-7.487147e-002	-1.615584e-001
2.804986910415394e-001	-5.781990e-001	-1.244278e+000
2.809519235446558e-001	-1.028282e+000	-2.238727e+000
2.815602013159758e-001	-1.510876e+000	-3.338650e+000
2.818799516367158e-001	-1.692282e+000	-3.768548e+000
2.820866214518268e-001	-1.766729e+000	-3.955738e+000
2.822407404721767e-001	-1.799183e+000	-4.045010e+000
2.824215097222397e-001	-1.813480e+000	-4.096870e+000
2.826208066296027e-001	-1.802353e+000	-4.093259e+000
2.828466388058341e-001	-1.751671e+000	-4.001439e+000
2.832127205231146e-001	-1.588519e+000	-3.660893e+000
2.837957180049820e-001	-1.187489e+000	-2.772848e+000
2.843654025785568e-001	-6.761783e-001	-1.597816e+000
2.848211200263482e-001	-2.078867e-001	-4.899089e-001
2.852533853232608e-001	2.473487e-001	6.143680e-001
2.856858878526751e-001	6.718408e-001	1.670061e+000
2.862061526141905e-001	1.098287e+000	2.762173e+000
2.867599051590863e-001	1.441324e+000	3.672263e+000
2.869987942582189e-001	1.540243e+000	3.947815e+000
2.871748466274969e-001	1.582936e+000	4.076638e+000
2.873417798608882e-001	1.603273e+000	4.147933e+000
2.875225273039081e-001	1.605468e+000	4.174259e+000
2.876866811537811e-001	1.587263e+000	4.145445e+000
2.879537076057048e-001	1.515230e+000	3.985497e+000
2.883849350119331e-001	1.308074e+000	3.477168e+000
2.890627458421460e-001	8.358121e-001	2.259605e+000
2.895605049465930e-001	4.060700e-001	1.112489e+000
2.900113404259094e-001	-2.148879e-002	-6.229449e-002
2.904643694301440e-001	-4.445398e-001	-1.254435e+000
2.909017006172477e-001	-8.062894e-001	-2.303048e+000
2.915060212871642e-001	-1.207437e+000	-3.504782e+000
2.918653093863394e-001	-1.378947e+000	-4.040004e+000
2.920758353646079e-001	-1.442689e+000	-4.251695e+000
2.922326198293818e-001	-1.470008e+000	-4.351663e+000
2.924116370089227e-001	-1.481657e+000	-4.408635e+000
2.926171285947545e-001	-1.472224e+000	-4.406127e+000
2.928406562473301e-001	-1.431254e+000	-4.310053e+000
2.932030662984883e-001	-1.299697e+000	-3.950622e+000
2.937805880495669e-001	-9.768500e-001	-3.010768e+000
2.943531690542363e-001	-5.594316e-001	-1.746234e+000
2.948138791829404e-001	-1.751505e-001	-5.450805e-001
2.952511872125126e-001	1.981844e-001	6.538811e-001
2.956885821011480e-001	5.452964e-001	1.799178e+000
2.962073519396697e-001	8.878108e-001	2.965848e+000
2.967598154169314e-001	1.162205e+000	3.937089e+000
2.969987291385220e-001	1.241071e+000	4.231476e+000
2.971747979743304e-001	1.274764e+000	4.368801e+000
2.973417213319033e-001	1.290453e+000	4.444459e+000
2.975224233757807e-001	1.291474e+000	4.471866e+000
2.976865119321965e-001	1.276177e+000	4.440319e+000
2.979534327889824e-001	1.217306e+000	4.268070e+000
2.983844944874400e-001	1.049732e+000	3.722822e+000
2.990620702027954e-001	6.696864e-001	2.418796e+000
2.995622777342201e-001	3.234599e-001	1.185576e+000
3.000059626981694e-001	-1.280918e-002	-5.006505e-002
3.004510206080882e-001	-3.444797e-001	-1.302395e+000
3.008830574503860e-001	-6.297992e-001	-2.412956e+000
3.014840750069121e-001	-9.481711e-001	-3.697179e+000
3.018582470556379e-001	-1.090553e+000	-4.297600e+000
3.020706399803136e-001	-1.141551e+000	-4.527792e+000
3.022287110063106e-001	-1.163079e+000	-4.636019e+000
3.024068892836724e-001	-1.171818e+000	-4.696918e+000
3.026153591054664e-001	-1.163686e+000	-4.694518e+000
3.028377779193686e-001	-1.130911e+000	-4.593053e+000
3.031984203863283e-001	-1.026846e+000	-4.212990e+000
3.037733014269929e-001	-7.729813e-001	-3.219604e+000
3.043435580967333e-001	-4.458866e-001	-1.883136e+000
3.047952319786939e-001	-1.501258e-001	-6.333627e-001
3.052270271347963e-001	1.391508e-001	6.242279e-001
3.056613786538379e-001	4.101854e-001	1.835041e+000
3.061704625324329e-001	6.724595e-001	3.044910e+000
3.067972328427233e-001	9.126666e-001	4.196753e+000
3.070259520889153e-001	9.694185e-001	4.484107e+000
3.071951645156427e-001	9.920740e-001	4.610941e+000
3.073662677719877e-001	1.001304e+000	4.676580e+000
3.076001953666029e-001	9.956124e-001	4.681012e+000
3.078131083958917e-001	9.705468e-001	4.590419e+000
3.081585736249155e-001	8.879197e-001	4.238372e+000
3.087106596434112e-001	6.824958e-001	3.303694e+000
3.093115746551211e-001	3.879718e-001	1.908449e+000
3.097699463915319e-001	1.288320e-001	6.414278e-001
3.102069639106067e-001	-1.261734e-001	-6.401375e-001
3.106464036435925e-001	-3.661133e-001	-1.879073e+000
3.111577728765666e-001	-5.973897e-001	-3.113356e+000
3.117877676961404e-001	-8.097292e-001	-4.293573e+000
3.120190523008048e-001	-8.602082e-001	-4.590778e+000
3.121899973943727e-001	-8.803012e-001	-4.722418e+000
3.123600316123035e-001	-8.886250e-001	-4.791782e+000
3.125714820229253e-001	-8.851640e-001	-4.803732e+000
3.127663804039990e-001	-8.671043e-001	-4.733036e+000
3.130829718026905e-001	-8.065007e-001	-4.441736e+000
3.135911276742207e-001	-6.503822e-001	-3.628821e+000
3.142482705547270e-001	-3.787600e-001	-2.147876e+000
3.147074107057022e-001	-1.571055e-001	-8.959510e-001
3.151466924051820e-001	6.421802e-002	3.929440e-001
3.155887075702040e-001	2.744365e-001	1.652636e+000
3.160636403861571e-001	4.644954e-001	2.831155e+000
3.166865099104907e-001	6.546285e-001	4.059575e+000
3.169458233888002e-001	7.079208e-001	4.423317e+000
3.171353787627444e-001	7.305008e-001	4.592427e+000
3.172932189788446e-001	7.404172e-001	4.678921e+000
3.174501738577107e-001	7.423099e-001	4.715195e+000
3.176314754324827e-001	7.348244e-001	4.695553e+000
3.178639899596051e-001	7.096646e-001	4.568975e+000
3.182407031185430e-001	6.351864e-001	4.136687e+000
3.188394811742826e-001	4.596449e-001	3.047854e+000
3.193712199928051e-001	2.612835e-001	1.761477e+000
3.198365477067329e-001	6.592186e-002	4.481338e-001
3.202753152793970e-001	-1.198693e-001	-8.410648e-001
3.207145786593316e-001	-2.902533e-001	-2.063211e+000
3.212507723756556e-001	-4.605429e-001	-3.333740e+000
3.217747780013232e-001	-5.829933e-001	-4.292899e+000
3.220095979718333e-001	-6.183245e-001	-4.589774e+000
3.221829228377267e-001	-6.327196e-001	-4.726285e+000
3.223515027619796e-001	-6.385764e-001	-4.799497e+000
3.225397901950484e-001	-6.367562e-001	-4.818772e+000
3.227147885075663e-001	-6.262637e-001	-4.769335e+000
3.229993348219157e-001	-5.908740e-001	-4.544474e+000
3.234579543012180e-001	-4.961985e-001	-3.871191e+000
3.241741642540390e-001	-2.922024e-001	-2.330177e+000
3.246548678470569e-001	-1.298962e-001	-1.047535e+000
3.251021083349165e-001	2.950884e-002	2.621155e-001
3.255495157263925e-001	1.806716e-001	1.548071e+000
3.260047665119782e-001	3.108481e-001	2.701687e+000
3.266220897183609e-001	4.465387e-001	3.963958e+000
3.268998246951835e-001	4.881557e-001	4.376407e+000
3.271012916086184e-001	5.060235e-001	4.572774e+000
3.272517971735295e-001	5.130791e-001	4.664655e+000
3.274349715211509e-001	5.148080e-001	4.715155e+000
3.276258187519905e-001	5.092990e-001	4.700742e+000
3.278547906885238e-001	4.917905e-001	4.580577e+000
3.282258705231740e-001	4.407147e-001	4.162311e+000
3.288163008176056e-001	3.213658e-001	3.101649e+000
3.293499377716087e-001	1.849208e-001	1.820831e+000
3.298067818526762e-001	5.400566e-002	5.361036e-001
3.302471390576211e-001	-7.293911e-002	-7.593911e-001
3.306881312833566e-001	-1.892389e-001	-1.995411e+000
3.312116706385570e-001	-3.017848e-001	-3.251289e+000
3.317594036877001e-001	-3.879257e-001	-4.272378e+000
3.319984303857389e-001	-4.118601e-001	-4.581914e+000
3.321745747699305e-001	-4.212909e-001	-4.724297e+000
3.323414528274122e-001	-4.248395e-001	-4.800487e+000
3.325219465989965e-001	-4.234622e-001	-4.824511e+000
3.326857356168277e-001	-4.169909e-001	-4.786166e+000
3.329521720319145e-001	-3.957240e-001	-4.595652e+000
3.333824734173251e-001	-3.391605e-001	-4.007784e+000
3.340589699379179e-001	-2.158474e-001	-2.620589e+000
3.345584962222798e-001	-1.069101e-001	-1.322029e+000
3.350139966133615e-001	-1.185133e-003	2.318307e-003
3.354708744049782e-001	1.002647e-001	1.330392e+000
3.359050510014233e-001	1.829186e-001	2.468081e+000
3.365056544291874e-001	2.712947e-001	3.759658e+000
3.368617915480155e-001	3.072806e-001	4.327540e+000
3.370732469008201e-001	3.198453e-001	4.552174e+000
3.372306721407492e-001	3.245312e-001	4.656391e+000
3.374092709469536e-001	3.254270e-001	4.712623e+000
3.376162468208148e-001	3.213640e-001	4.703903e+000
3.378392219269011e-001	3.103438e-001	4.594552e+000
3.382007512468694e-001	2.788027e-001	4.200257e+000
3.387769575895586e-001	2.059938e-001	3.188684e+000
3.393114697869790e-001	1.211605e-001	1.922557e+000
3.397895545297287e-001	3.663651e-002	5.856834e-001
3.402295752258770e-001	-4.107635e-002	-7.083150e-001
3.406706452805494e-001	-1.117898e-001	-1.950032e+000
3.411861582331516e-001	-1.783699e-001	-3.196078e+000
3.417497957771724e-001	-2.308052e-001	-4.258911e+000
3.419914638650817e-001	-2.447525e-001	-4.576563e+000
3.421693718478942e-001	-2.499136e-001	-4.722668e+000
3.423351971572526e-001	-2.516006e-001	-4.802158e+000
3.424920067231962e-001	-2.506226e-001	-4.828971e+000
3.426470290260196e-001	-2.469439e-001	-4.802698e+000
3.428892787430053e-001	-2.359488e-001	-4.654963e+000
3.432814383077723e-001	-2.070860e-001	-4.175325e+000
3.439029393878085e-001	-1.435053e-001	-2.994193e+000
3.444171147466225e-001	-7.994245e-002	-1.715709e+000
3.448837898023190e-001	-1.793236e-002	-3.813337e-001
3.453587944588903e-001	4.298035e-002	1.010885e+000
3.457954672793199e-001	9.160067e-002	2.197713e+000
3.463536936084328e-001	1.396427e-001	3.467366e+000
3.468103350922161e-001	1.666125e-001	4.255697e+000
3.470355179538343e-001	1.743317e-001	4.520374e+000
3.472023338388898e-001	1.769434e-001	4.642298e+000
3.473749297742269e-001	1.771712e-001	4.705686e+000
3.476034328580129e-001	1.743312e-001	4.706312e+000
3.478183759019092e-001	1.682285e-001	4.610882e+000
3.481670858846205e-001	1.514083e-001	4.248006e+000
3.487240631436578e-001	1.134827e-001	3.301555e+000
3.492608467307505e-001	6.829385e-002	2.055324e+000
3.497487641790280e-001	2.313745e-002	7.041630e-001
3.501918783648836e-001	-1.731270e-002	-5.978035e-001
3.506360164838778e-001	-5.362171e-002	-1.857654e+000
3.511398812416667e-001	-8.587172e-002	-3.085335e+000
3.517701688493961e-001	-1.137767e-001	-4.282463e+000
3.520062474194842e-001	-1.197881e-001	-4.592121e+000
3.521804172369100e-001	-1.215675e-001	-4.730479e+000
3.523484847292039e-001	-1.216763e-001	-4.804615e+000
3.525344320995253e-001	-1.202200e-001	-4.825329e+000
3.527060647381118e-001	-1.172915e-001	-4.779235e+000
3.529851775922928e-001	-1.093745e-001	-4.564652e+000
3.534353239401215e-001	-9.073059e-002	-3.927357e+000
3.540687353027975e-001	-5.708229e-002	-2.602108e+000
3.545888547893220e-001	-2.597647e-002	-1.234830e+000
3.550416143194149e-001	1.232006e-003	8.385626e-002
3.554950140919617e-001	2.599517e-002	1.398636e+000
3.559342854258856e-001	4.531056e-002	2.539196e+000
3.565414448044372e-001	6.440035e-002	3.826710e+000
3.568726670995506e-001	7.078202e-002	4.344440e+000
3.570812529211851e-001	7.265206e-002	4.560711e+000
3.572366976727898e-001	7.298329e-002	4.661365e+000
3.574165931223865e-001	7.236107e-002	4.716000e+000
3.576189752244794e-001	7.056993e-002	4.705511e+000
3.578436599583303e-001	6.717625e-002	4.593025e+000
3.582079138506696e-001	5.898376e-002	4.191698e+000
3.587881870392693e-001	4.190387e-002	3.159785e+000
3.593577251349347e-001	2.253618e-002	1.794559e+000
