time	V(n002)	V(n012)
3.598463912995835e-001	5.442994e-003	4.189947e-001
3.602838985801144e-001	-8.695290e-003	-8.673140e-001
3.607230009208495e-001	-2.043825e-002	-2.087529e+000
3.612681901001037e-001	-3.091841e-002	-3.374854e+000
3.617829970150461e-001	-3.694730e-002	-4.310775e+000
3.620155780493431e-001	-3.816086e-002	-4.601670e+000
3.621873968964214e-001	-3.824801e-002	-4.735223e+000
3.623568952690602e-001	-3.779678e-002	-4.805372e+000
3.625676097195402e-001	-3.664967e-002	-4.818606e+000
3.627600773837232e-001	-3.503498e-002	-4.750442e+000
3.630727625230021e-001	-3.136582e-002	-4.466547e+000
3.635749219255462e-001	-2.390094e-002	-3.667564e+000
3.642468194378143e-001	-1.261764e-002	-2.149164e+000
3.647551554901945e-001	-4.122792e-003	-7.564371e-001
3.651974666252724e-001	2.427264e-003	5.427511e-001
3.656421982747015e-001	7.626751e-003	1.799060e+000
3.661450552398602e-001	1.149086e-002	3.014000e+000
3.667723423299730e-001	1.398264e-002	4.191113e+000
3.670078271261244e-001	1.421881e-002	4.495471e+000
3.671815984653407e-001	1.402312e-002	4.631208e+000
3.673499073629204e-001	1.363750e-002	4.703953e+000
3.675369578312048e-001	1.303534e-002	4.723701e+000
3.677101770345326e-001	1.232360e-002	4.676597e+000
3.679918516600004e-001	1.091282e-002	4.459743e+000
3.684459954512311e-001	8.333709e-003	3.806443e+000
3.691559960079633e-001	4.216304e-003	2.297354e+000
3.696605144949903e-001	1.618427e-003	9.581659e-001
3.701150326550067e-001	-1.814452e-004	-3.714099e-001
3.705719512251437e-001	-1.376784e-003	-1.683612e+000
3.710528914800644e-001	-1.974442e-003	-2.894548e+000
3.716722688740423e-001	-2.075722e-003	-4.140316e+000
3.719356138266617e-001	-1.937194e-003	-4.519105e+000
3.721277976028220e-001	-1.761244e-003	-4.696555e+000
3.722837875719529e-001	-1.596868e-003	-4.785345e+000
3.724480710883076e-001	-1.411781e-003	-4.825318e+000
3.726306931969459e-001	-1.202391e-003	-4.806273e+000
3.728627178970979e-001	-9.463272e-004	-4.678584e+000
3.732386525347446e-001	-5.928040e-004	-4.242203e+000
3.738362788306557e-001	-1.989059e-004	-3.139617e+000
3.743989205431031e-001	-9.064629e-006	-1.760903e+000
3.748687688713164e-001	3.791064e-005	-4.267501e-001
3.751132948210757e-001	3.948959e-005	3.018211e-001
3.752432138574146e-001	3.785299e-005	6.900529e-001
3.753677050530345e-001	3.596046e-005	1.056667e+000
3.755264655222624e-001	3.369213e-005	1.513355e+000
3.756928446596999e-001	3.151821e-005	1.978119e+000
3.757840356697231e-001	3.057406e-005	2.224439e+000
3.758596611185184e-001	2.940672e-005	2.422256e+000
3.759227452714783e-001	2.658656e-005	2.583092e+000
3.759682743304941e-001	1.953136e-005	2.696413e+000
3.760192289414168e-001	5.004598e-006	2.820270e+000
3.760740538303781e-001	-1.607725e-005	2.950273e+000
3.761311616894397e-001	-4.389582e-005	3.081342e+000
3.762222365099722e-001	-6.638937e-005	3.281638e+000
3.763233334445840e-001	2.493989e-005	3.492308e+000
3.764212822450357e-001	2.235174e-004	3.683837e+000
3.765000914976884e-001	3.466798e-004	3.827717e+000
3.765776178524918e-001	4.016911e-004	3.959199e+000
3.767469978771346e-001	5.443091e-004	4.211871e+000
3.768772845923510e-001	6.784550e-004	4.365915e+000
3.771186903566316e-001	9.399769e-004	4.584198e+000
3.772960442303508e-001	1.142992e-003	4.688002e+000
3.774508040486276e-001	1.325904e-003	4.724652e+000
3.776317098543515e-001	1.537459e-003	4.704541e+000
3.778643711698979e-001	1.787015e-003	4.577278e+000
3.782413176070580e-001	2.066908e-003	4.143301e+000
3.788404406601018e-001	2.089201e-003	3.043534e+000
3.794173861857845e-001	1.458409e-003	1.633274e+000
3.798912877443836e-001	2.668931e-004	2.876545e-001
3.803298087750354e-001	-1.446376e-003	-1.000705e+000
3.807688208879554e-001	-3.679244e-003	-2.206534e+000
3.813285850518012e-001	-6.944565e-003	-3.502876e+000
3.818033498252817e-001	-9.792630e-003	-4.341868e+000
3.820304159388615e-001	-1.108115e-002	-4.615875e+000
3.821985092267123e-001	-1.193943e-002	-4.741931e+000
3.823703075156393e-001	-1.269846e-002	-4.807091e+000
3.826017055521129e-001	-1.352379e-002	-4.809124e+000
3.828155655507642e-001	-1.401033e-002	-4.714251e+000
3.831625446417842e-001	-1.404198e-002	-4.351091e+000
3.837169138912081e-001	-1.214165e-002	-3.372141e+000
3.844535888957280e-001	-6.478171e-003	-1.591841e+000
3.849214296958629e-001	-8.938693e-004	-2.702297e-001
3.853545940951194e-001	5.707584e-003	1.000292e+000
3.857892472824448e-001	1.302058e-002	2.181921e+000
3.863515348833457e-001	2.248741e-002	3.462672e+000
3.868116163787184e-001	2.958631e-002	4.257933e+000
3.870364543232542e-001	3.254202e-002	4.522135e+000
3.872030359667024e-001	3.433347e-002	4.643608e+000
3.873757786675440e-001	3.578866e-002	4.706818e+000
3.876037500108522e-001	3.711661e-002	4.707160e+000
3.878188919057929e-001	3.759538e-002	4.611351e+000
3.881679196274744e-001	3.643115e-002	4.247605e+000
3.887253753408541e-001	3.028904e-002	3.282593e+000
3.893650499318525e-001	1.768423e-002	1.767572e+000
3.898415057214079e-001	4.471638e-003	4.338245e-001
3.902828798533812e-001	-1.023653e-002	-8.640447e-001
3.907262797494406e-001	-2.597474e-002	-2.095912e+000
3.912703159099936e-001	-4.455632e-002	-3.377241e+000
3.917954937145392e-001	-6.036389e-002	-4.326593e+000
3.920246836464286e-001	-6.596061e-002	-4.610169e+000
3.921942143460677e-001	-6.915234e-002	-4.739094e+000
3.923651205902735e-001	-7.151802e-002	-4.805277e+000
3.925997664154827e-001	-7.351348e-002	-4.808949e+000
3.928124104584637e-001	-7.381635e-002	-4.716138e+000
3.931574456005963e-001	-7.069694e-002	-4.357698e+000
3.937088825774517e-001	-5.811191e-002	-3.402973e+000
3.943516775966598e-001	-3.391257e-002	-1.879493e+000
3.948226518104772e-001	-1.013968e-002	-5.608028e-001
3.952621585032034e-001	1.561981e-002	7.318616e-001
3.957039137356967e-001	4.243091e-002	1.961768e+000
3.962314097388401e-001	7.238253e-002	3.208943e+000
3.967786339140571e-001	9.904376e-002	4.206156e+000
3.970124026402327e-001	1.080028e-001	4.499286e+000
3.971850208536850e-001	1.129113e-001	4.632670e+000
3.973540309185979e-001	1.163438e-001	4.702609e+000
3.975640730137318e-001	1.188770e-001	4.717031e+000
3.977543204018466e-001	1.191963e-001	4.652402e+000
3.980634354546630e-001	1.151215e-001	4.379683e+000
3.985601038865456e-001	9.784604e-002	3.591599e+000
3.993280148223863e-001	5.312032e-002	1.848799e+000
3.998127306830678e-001	1.513541e-002	5.177454e-001
4.002591364335825e-001	-2.561724e-002	-7.943875e-001
4.007077016439619e-001	-6.746572e-002	-2.046745e+000
4.012438072209139e-001	-1.135317e-001	-3.320505e+000
4.017824601149247e-001	-1.525251e-001	-4.307187e+000
4.020151871958708e-001	-1.654993e-001	-4.600487e+000
4.021871043952572e-001	-1.724359e-001	-4.734197e+000
4.023565425885573e-001	-1.771521e-001	-4.804405e+000
4.025671742649610e-001	-1.803563e-001	-4.817783e+000
4.027593685702108e-001	-1.802516e-001	-4.749942e+000
4.030716142657845e-001	-1.731329e-001	-4.467029e+000
4.035730983228693e-001	-1.458725e-001	-3.654850e+000
4.043474080288201e-001	-7.809705e-002	-1.873874e+000
4.048201924302762e-001	-2.389278e-002	-5.677583e-001
4.052653307728887e-001	3.433499e-002	7.405862e-001
4.057127021675282e-001	9.311426e-002	1.984020e+000
4.062417181792878e-001	1.560868e-001	3.231043e+000
4.067811039043212e-001	2.093251e-001	4.209401e+000
4.070142000297443e-001	2.267365e-001	4.500145e+000
4.071863656840762e-001	2.358424e-001	4.632586e+000
4.073556519776268e-001	2.418468e-001	4.702089e+000
4.075660746135311e-001	2.456447e-001	4.715716e+000
4.077575785927206e-001	2.449746e-001	4.649591e+000
4.080687144114071e-001	2.344997e-001	4.372577e+000
4.085684921105961e-001	1.964883e-001	3.574421e+000
4.093405383473538e-001	1.034762e-001	1.815356e+000
4.098203374358449e-001	2.838529e-002	4.955909e-001
4.102693294089398e-001	-5.129216e-002	-8.237544e-001
4.107202932636309e-001	-1.311552e-001	-2.079030e+000
4.112605099312694e-001	-2.171766e-001	-3.356094e+000
4.117871661858357e-001	-2.860145e-001	-4.313586e+000
4.120186141237194e-001	-3.086343e-001	-4.602622e+000
4.121896693678825e-001	-3.203120e-001	-4.734542e+000
4.123596359135501e-001	-3.279035e-001	-4.803912e+000
4.125709934850129e-001	-3.323506e-001	-4.815750e+000
4.127655852161012e-001	-3.307607e-001	-4.744965e+000
4.130816839445676e-001	-3.153342e-001	-4.453635e+000
4.135890841936782e-001	-2.620924e-001	-3.621912e+000
4.143712085878262e-001	-1.352089e-001	-1.808334e+000
4.148459511726842e-001	-3.710285e-002	-4.919294e-001
4.152925105726685e-001	6.580211e-002	8.191850e-001
4.157410628709968e-001	1.674264e-001	2.056713e+000
4.162805273094740e-001	2.758318e-001	3.312708e+000
4.167947125243159e-001	3.595269e-001	4.228426e+000
4.170241139796220e-001	3.870755e-001	4.507967e+000
4.171937876554991e-001	4.010988e-001	4.635386e+000
4.173646054905985e-001	4.099425e-001	4.700736e+000
4.175995737965050e-001	4.146810e-001	4.704485e+000
4.178120970506578e-001	4.105099e-001	4.613098e+000
4.181569390506782e-001	3.846257e-001	4.259595e+000
4.187080845036573e-001	3.057555e-001	3.315361e+000
4.193543472058489e-001	1.693498e-001	1.794600e+000
4.198278340416393e-001	4.451493e-002	4.737131e-001
4.202754012362328e-001	-8.522914e-002	-8.412104e-001
4.207246671559494e-001	-2.134315e-001	-2.089611e+000
4.212674284382746e-001	-3.508154e-001	-3.369584e+000
4.217886721121379e-001	-4.575110e-001	-4.314194e+000
4.220197112017568e-001	-4.922423e-001	-4.601603e+000
4.221904906845320e-001	-5.097712e-001	-4.732883e+000
4.223606267126090e-001	-5.207891e-001	-4.801938e+000
4.225722167387331e-001	-5.265145e-001	-4.813251e+000
4.227675762850310e-001	-5.227548e-001	-4.741517e+000
4.230849085308674e-001	-4.964023e-001	-4.447550e+000
4.235942002933755e-001	-4.099171e-001	-3.609840e+000
4.243788122581934e-001	-2.083220e-001	-1.786527e+000
4.248545794027976e-001	-5.495080e-002	-4.663127e-001
4.253013880516585e-001	1.036664e-001	8.443998e-001
4.257501109180971e-001	2.584952e-001	2.078734e+000
4.262929974421115e-001	4.227085e-001	3.337034e+000
4.267983121547473e-001	5.449104e-001	4.231319e+000
4.270267394428905e-001	5.850451e-001	4.507547e+000
4.271957543676033e-001	6.051003e-001	4.633552e+000
4.273669800230917e-001	6.174088e-001	4.698357e+000
4.276004616676675e-001	6.230599e-001	4.701302e+000
4.278135416865062e-001	6.154935e-001	4.608999e+000
4.281592739013805e-001	5.746917e-001	4.253535e+000
4.287117627427363e-001	4.542263e-001	3.305791e+000
4.293553473120527e-001	2.504672e-001	1.790830e+000
4.298296103942839e-001	6.495556e-002	4.681136e-001
4.302775789107548e-001	-1.259782e-001	-8.468283e-001
4.307271976587641e-001	-3.130787e-001	-2.094392e+000
4.312708905083312e-001	-5.120174e-001	-3.374167e+000
4.317891168259662e-001	-6.638608e-001	-4.311098e+000
4.320200352227069e-001	-7.129543e-001	-4.597602e+000
4.321907332762953e-001	-7.373405e-001	-4.728529e+000
4.323609193921558e-001	-7.522776e-001	-4.797371e+000
4.325725780800891e-001	-7.592990e-001	-4.808439e+000
4.327681644290022e-001	-7.527369e-001	-4.736411e+000
4.330858609948298e-001	-7.130591e-001	-4.441806e+000
4.335957111823433e-001	-5.866925e-001	-3.602937e+000
4.343810565245972e-001	-2.961270e-001	-1.778296e+000
4.348574797956318e-001	-7.707160e-002	-4.572641e-001
4.353045354593201e-001	1.475046e-001	8.523310e-001
4.357534622711011e-001	3.651293e-001	2.084415e+000
4.362976031479443e-001	5.946419e-001	3.341916e+000
4.367992391932990e-001	7.623709e-001	4.226380e+000
4.370274158067280e-001	8.172254e-001	4.501096e+000
4.371962611058737e-001	8.442661e-001	4.626425e+000
4.373675919728072e-001	8.604779e-001	4.690848e+000
4.376006904540415e-001	8.670195e-001	4.693372e+000
4.378139139366627e-001	8.553077e-001	4.600776e+000
4.381598755137753e-001	7.968650e-001	4.245057e+000
4.387127103608361e-001	6.277234e-001	3.297691e+000
4.393548138167059e-001	3.453883e-001	1.788667e+000
4.398293635503148e-001	8.946361e-002	4.678195e-001
4.402773848807554e-001	-1.722430e-001	-8.440937e-001
4.407270324744340e-001	-4.272990e-001	-2.088273e+000
4.412705902140336e-001	-6.968216e-001	-3.363582e+000
4.417883732361224e-001	-9.010541e-001	-4.296047e+000
4.420194934502476e-001	-9.666411e-001	-4.581379e+000
4.421903276600764e-001	-9.988323e-001	-4.711522e+000
4.423604300357238e-001	-1.018139e+000	-4.779572e+000
4.425719739207911e-001	-1.026505e+000	-4.789926e+000
4.427671810565824e-001	-1.016659e+000	-4.717738e+000
4.430842684692079e-001	-9.617987e-001	-4.424128e+000
4.435931848943635e-001	-7.932277e-001	-3.601472e+000
4.442987431054007e-001	-4.481622e-001	-1.996374e+000
4.447699277880418e-001	-1.613607e-001	-7.091364e-001
4.452151401915290e-001	1.360746e-001	5.857089e-001
4.456624912791113e-001	4.289010e-001	1.825053e+000
4.461702571761820e-001	7.245449e-001	3.037639e+000
4.466671902675194e-001	9.558381e-001	3.950790e+000
4.470282231590823e-001	1.077501e+000	4.407198e+000
4.471968660247445e-001	1.114493e+000	4.535219e+000
4.473683225592278e-001	1.134945e+000	4.593853e+000
4.476009635784033e-001	1.142256e+000	4.590175e+000
4.478143583258683e-001	1.125652e+000	4.494078e+000
4.481605936997144e-001	1.046985e+000	4.138460e+000
4.487138415221195e-001	8.230255e-001	3.206439e+000
4.493444719161739e-001	4.591805e-001	1.762623e+000
4.498146475976460e-001	1.280255e-001	4.948051e-001
4.502598696618778e-001	-2.106621e-001	-7.635270e-001
4.507067844386524e-001	-5.407106e-001	-1.955609e+000
4.512441384157601e-001	-8.872638e-001	-3.168077e+000
4.517781430137146e-001	-1.160938e+000	-4.090370e+000
4.520120454905630e-001	-1.246871e+000	-4.365634e+000
4.521847536578202e-001	-1.288629e+000	-4.489288e+000
4.523537088877874e-001	-1.313069e+000	-4.551740e+000
4.525636753786374e-001	-1.323563e+000	-4.559706e+000
4.527536731264356e-001	-1.311440e+000	-4.492716e+000
4.530623866522460e-001	-1.244171e+000	-4.224777e+000
4.535584368918715e-001	-1.033919e+000	-3.466532e+000
4.543255239697961e-001	-5.516213e-001	-1.812174e+000
4.547982377788388e-001	-1.827032e-001	-5.923455e-001
4.552447432172507e-001	1.984932e-001	6.300516e-001
4.556933165747128e-001	5.699233e-001	1.789483e+000
4.562150206719294e-001	9.463783e-001	2.929406e+000
4.567674309259509e-001	1.262976e+000	3.854501e+000
4.570042581624336e-001	1.360214e+000	4.125363e+000
4.571789300297648e-001	1.407167e+000	4.246718e+000
4.573466940254884e-001	1.434771e+000	4.309381e+000
4.575312527889993e-001	1.447028e+000	4.323421e+000
4.577008882335021e-001	1.438916e+000	4.278648e+000
4.579767751403534e-001	1.383530e+000	4.083045e+000
4.584218813296291e-001	1.199881e+000	3.502558e+000
4.591192653147398e-001	7.544798e-001	2.166942e+000
4.596154887052507e-001	3.445177e-001	9.820220e-001
4.600763524227772e-001	-8.786709e-002	-2.307145e-001
4.605388357887578e-001	-5.254928e-001	-1.426915e+000
4.610053738924169e-001	-9.249735e-001	-2.488327e+000
4.616169754934518e-001	-1.358527e+000	-3.604103e+000
4.618980138157980e-001	-1.507700e+000	-3.973119e+000
4.620999533809024e-001	-1.581302e+000	-4.144856e+000
4.622507880144157e-001	-1.617797e+000	-4.223243e+000
4.624337419290588e-001	-1.641232e+000	-4.263058e+000
4.626253610783392e-001	-1.642622e+000	-4.244363e+000
4.628540463448863e-001	-1.608463e+000	-4.130447e+000
4.632246700430033e-001	-1.473794e+000	-3.748703e+000
4.638144230260395e-001	-1.113591e+000	-2.791369e+000
4.643926708579644e-001	-6.280128e-001	-1.551205e+000
4.648647807945195e-001	-1.563611e-001	-3.830708e-001
4.653111453421260e-001	3.140842e-001	7.522202e-001
4.657580638713628e-001	7.632248e-001	1.808926e+000
4.662957539435187e-001	1.227978e+000	2.871506e+000
4.667921324792927e-001	1.563973e+000	3.614021e+000
4.670222329697850e-001	1.674308e+000	3.846739e+000
4.671923789113376e-001	1.727504e+000	3.951112e+000
4.673629051352546e-001	1.758330e+000	4.003385e+000
4.675750296166032e-001	1.769117e+000	4.005285e+000
4.677721546553073e-001	1.748062e+000	3.937193e+000
4.680923223202617e-001	1.645494e+000	3.676553e+000
4.686059573387692e-001	1.341235e+000	2.962654e+000
4.693074493027183e-001	7.363462e-001	1.603443e+000
4.697952719509657e-001	2.177382e-001	4.749348e-001
4.702416248873551e-001	-2.984631e-001	-6.184334e-001
4.706889301115536e-001	-8.005158e-001	-1.655995e+000
4.712132831069996e-001	-1.313335e+000	-2.686853e+000
4.717626566470468e-001	-1.739498e+000	-3.516011e+000
4.720007912297309e-001	-1.871419e+000	-3.761621e+000
4.721763387881660e-001	-1.934757e+000	-3.871647e+000
4.723435751654890e-001	-1.971352e+000	-3.927950e+000
4.725257151111726e-001	-1.987084e+000	-3.940709e+000
4.726918716890538e-001	-1.976059e+000	-3.902092e+000
4.729621364132617e-001	-1.903229e+000	-3.732741e+000
4.733984420884038e-001	-1.663431e+000	-3.229481e+000
4.740834421439839e-001	-1.082055e+000	-2.067293e+000
4.745822404733022e-001	-5.357901e-001	-1.011282e+000
4.750269619607917e-001	1.669078e-002	2.807736e-002
4.754740369745296e-001	5.792077e-001	1.062331e+000
4.759028688316233e-001	1.073266e+000	1.948421e+000
4.765041582665479e-001	1.651973e+000	2.957264e+000
4.768670941599159e-001	1.916510e+000	3.402698e+000
4.770771490556921e-001	2.021525e+000	3.570642e+000
4.772336084822802e-001	2.072279e+000	3.645824e+000
4.774128383054894e-001	2.103102e+000	3.683238e+000
4.776175762417169e-001	2.105815e+000	3.668926e+000
4.778413843949283e-001	2.063520e+000	3.575282e+000
4.782042414924078e-001	1.895031e+000	3.255630e+000
4.787824306407046e-001	1.441932e+000	2.446314e+000
4.793732831955719e-001	8.024102e-001	1.345354e+000
4.798398415717685e-001	1.988464e-001	3.353308e-001
4.802744154424800e-001	-3.981203e-001	-6.400290e-001
4.807109099198241e-001	-9.739673e-001	-1.559153e+000
4.812533710984883e-001	-1.593017e+000	-2.521220e+000
4.817803323877368e-001	-2.065841e+000	-3.233018e+000
4.820136385374116e-001	-2.213779e+000	-3.446140e+000
4.821859455427466e-001	-2.284342e+000	-3.540995e+000
4.823551454966136e-001	-2.324323e+000	-3.587884e+000
4.825654492442878e-001	-2.338602e+000	-3.591101e+000
4.827565606277728e-001	-2.313038e+000	-3.535134e+000
4.830670651655224e-001	-2.187254e+000	-3.318243e+000
4.835658718825310e-001	-1.806514e+000	-2.711917e+000
4.843366282264172e-001	-9.480432e-001	-1.399858e+000
4.848038303734189e-001	-3.099188e-001	-4.538709e-001
4.852420639819850e-001	3.389458e-001	4.836093e-001
4.856826964863328e-001	9.677371e-001	1.371570e+000
4.862023223351574e-001	1.610109e+000	2.255249e+000
4.867613217305271e-001	2.155436e+000	2.982489e+000
4.869998222774433e-001	2.320465e+000	3.193498e+000
4.871756147382307e-001	2.398813e+000	3.287168e+000
4.873427039566131e-001	2.443464e+000	3.334599e+000
4.875241681760397e-001	2.461866e+000	3.344720e+000
4.876893529052994e-001	2.447157e+000	3.311326e+000
4.879580463677720e-001	2.355337e+000	3.166788e+000
4.883918888271200e-001	2.055865e+000	2.738314e+000
4.890734056491170e-001	1.330523e+000	1.746982e+000
4.895746152135452e-001	6.410413e-001	8.341836e-001
4.900306379494336e-001	-7.178607e-002	-8.523626e-002
4.904883441240358e-001	-7.960004e-001	-9.986612e-001
4.909346145502469e-001	-1.439601e+000	-1.790724e+000
4.915402491612171e-001	-2.165461e+000	-2.659349e+000
4.918753622785775e-001	-2.467303e+000	-3.008318e+000
4.920832386436017e-001	-2.594987e+000	-3.148537e+000
4.922381928167408e-001	-2.656624e+000	-3.211257e+000
4.924184110679946e-001	-2.693701e+000	-3.241813e+000
4.926196524554259e-001	-2.694746e+000	-3.227247e+000
4.928447615108707e-001	-2.638312e+000	-3.142678e+000
4.932096914051677e-001	-2.420245e+000	-2.859224e+000
4.937909725227070e-001	-1.841558e+000	-2.148620e+000
4.943750363999406e-001	-1.046042e+000	-1.205464e+000
4.948407570464319e-001	-2.938899e-001	-3.376583e-001
4.952801893889394e-001	4.540698e-001	5.055602e-001
4.957201201719601e-001	1.168812e+000	1.293252e+000
4.962488080521075e-001	1.907317e+000	2.086202e+000
4.967754723797861e-001	2.483152e+000	2.685556e+000
4.970101029284435e-001	2.663908e+000	2.865825e+000
4.971833005248730e-001	2.749604e+000	2.945681e+000
4.973519578120212e-001	2.797392e+000	2.984604e+000
4.975615131493787e-001	2.813972e+000	2.987032e+000
4.977501533791390e-001	2.783048e+000	2.940831e+000
4.980566830279216e-001	2.632801e+000	2.762406e+000
4.985493687746931e-001	2.178509e+000	2.262947e+000
4.993119623963294e-001	1.148637e+000	1.175254e+000
4.997931568315091e-001	3.477854e-001	3.542540e-001
5.002321615740220e-001	-4.475059e-001	-4.407516e-001
5.006718950380255e-001	-1.217840e+000	-1.193529e+000
5.011957015971373e-001	-2.014507e+000	-1.952052e+000
5.017571942850091e-001	-2.688969e+000	-2.574670e+000
5.019968275337634e-001	-2.892860e+000	-2.755127e+000
5.021733773606468e-001	-2.989294e+000	-2.834905e+000
5.023400125920983e-001	-3.043624e+000	-2.874784e+000
5.025193891648733e-001	-3.065668e+000	-2.883025e+000
5.026815714351144e-001	-3.048042e+000	-2.855264e+000
5.029454088186718e-001	-2.938721e+000	-2.735875e+000
5.033716285851866e-001	-2.582912e+000	-2.382692e+000
5.040423198121915e-001	-1.720139e+000	-1.564510e+000
5.045444002449012e-001	-8.861231e-001	-7.980481e-001
5.049938197237640e-001	-3.823296e-002	-3.859788e-002
5.054471865970980e-001	8.289869e-001	7.212651e-001
5.058809266658424e-001	1.589621e+000	1.371992e+000
5.064717885593109e-001	2.453957e+000	2.091341e+000
5.068536543287185e-001	2.876268e+000	2.431193e+000
5.070672638331455e-001	3.037638e+000	2.554751e+000
5.072261718609681e-001	3.114536e+000	2.609331e+000
5.074038067654872e-001	3.159151e+000	2.635244e+000
5.076142099661747e-001	3.161507e+000	2.623720e+000
5.078359086315661e-001	3.096902e+000	2.556476e+000
5.081954027975770e-001	2.844919e+000	2.329406e+000
5.087685667168365e-001	2.172944e+000	1.757497e+000
5.093608193433075e-001	1.218234e+000	9.730220e-001
5.098301417696310e-001	3.169576e-001	2.523573e-001
5.102668646868894e-001	-5.711960e-001	-4.414575e-001
5.107039087485076e-001	-1.422535e+000	-1.091392e+000
5.112416417411233e-001	-2.325373e+000	-1.762585e+000
5.117744343044316e-001	-3.025905e+000	-2.267055e+000
5.120093480514469e-001	-3.242888e+000	-2.416561e+000
5.121827359143266e-001	-3.345190e+000	-2.482239e+000
5.123512775620862e-001	-3.402845e+000	-2.514561e+000
5.125393903964266e-001	-3.423145e+000	-2.517889e+000
5.127141375857778e-001	-3.394257e+000	-2.486053e+000
5.129982786214504e-001	-3.244022e+000	-2.360224e+000
5.134562667972419e-001	-2.776649e+000	-2.000807e+000
5.141716024761847e-001	-1.686069e+000	-1.197220e+000
5.146558952626835e-001	-7.582495e-001	-5.341646e-001
5.150954706695941e-001	1.761557e-001	1.167627e-001
5.155375505190601e-001	1.107836e+000	7.514916e-001
5.159960627107140e-001	1.970696e+000	1.324664e+000
5.166068149895834e-001	2.910911e+000	1.931266e+000
5.168922541641816e-001	3.235470e+000	2.133106e+000
5.170956989575055e-001	3.391120e+000	2.224659e+000
5.172475804836048e-001	3.466190e+000	2.265345e+000
5.174298349832863e-001	3.510782e+000	2.284075e+000
5.176239066841585e-001	3.507356e+000	2.270858e+000
5.178516809284640e-001	3.426655e+000	2.206282e+000
5.182208547707888e-001	3.127600e+000	1.996658e+000
5.188084535164482e-001	2.345870e+000	1.478252e+000
5.193790055273284e-001	1.314585e+000	8.178313e-001
5.198424093771410e-001	3.243730e-001	2.008273e-001
5.202777522329757e-001	-6.547760e-001	-3.951136e-001
5.207134794989079e-001	-1.590050e+000	-9.510617e-001
5.212534723333133e-001	-2.586266e+000	-1.527211e+000
5.217781644652326e-001	-3.341971e+000	-1.950052e+000
5.220120610968883e-001	-3.577864e+000	-2.076091e+000
5.221847653332495e-001	-3.688785e+000	-2.131118e+000
5.223537229589652e-001	-3.749755e+000	-2.157056e+000
5.225636927534105e-001	-3.768411e+000	-2.156294e+000
5.227537014093623e-001	-3.723789e+000	-2.120691e+000
5.230624324805854e-001	-3.517631e+000	-1.988611e+000
5.235585097358042e-001	-2.905035e+000	-1.625506e+000
5.243256328286255e-001	-1.535097e+000	-8.460178e-001
5.247895819748393e-001	-5.249195e-001	-2.885780e-001
5.252257623412421e-001	5.006450e-001	2.627024e-001
5.256646829643360e-001	1.493680e+000	7.840329e-001
5.261743644040471e-001	2.482363e+000	1.288594e+000
5.268027053167511e-001	3.431697e+000	1.756718e+000
5.270299454353055e-001	3.668877e+000	1.868216e+000
5.271981566169591e-001	3.775526e+000	1.914239e+000
5.273698815217482e-001	3.833508e+000	1.935012e+000
5.276015463269761e-001	3.842781e+000	1.928099e+000
5.278153064854072e-001	3.773156e+000	1.882868e+000
5.281621259874032e-001	3.489461e+000	1.726697e+000
5.287162546399598e-001	2.721442e+000	1.329657e+000
5.293294996560147e-001	1.543039e+000	7.430244e-001
5.297929637328322e-001	4.757729e-001	2.269957e-001
5.302297712734094e-001	-5.961896e-001	-2.784569e-001
5.306688472807062e-001	-1.634188e+000	-7.560798e-001
5.311915095085991e-001	-2.703244e+000	-1.234117e+000
5.317552795491715e-001	-3.610367e+000	-1.626051e+000
5.319954388652501e-001	-3.882535e+000	-1.738230e+000
5.321723401135293e-001	-4.010030e+000	-1.786883e+000
5.323387652612547e-001	-4.080654e+000	-1.810288e+000
5.325171742131540e-001	-4.107816e+000	-1.813704e+000
5.326779648801101e-001	-4.082678e+000	-1.794994e+000
5.329395506387659e-001	-3.935673e+000	-1.718881e+000
5.333622309425997e-001	-3.463063e+000	-1.497752e+000
5.340278720022055e-001	-2.320960e+000	-9.890908e-001
5.345339505241544e-001	-1.202180e+000	-5.075230e-001
5.349860662075981e-001	-6.913252e-002	-3.336013e-002
5.354401049479128e-001	1.082397e+000	4.368622e-001
5.358787720033663e-001	2.100252e+000	8.414757e-001
5.364649201017886e-001	3.231420e+000	1.277308e+000
5.368490229342530e-001	3.789856e+000	1.484370e+000
5.370638612541769e-001	4.002291e+000	1.558766e+000
5.372236135986144e-001	4.102666e+000	1.590923e+000
5.374007023036229e-001	4.159291e+000	1.605067e+000
5.376130524174192e-001	4.159947e+000	1.596016e+000
5.378340256264256e-001	4.072823e+000	1.553305e+000
5.381923627727698e-001	3.739608e+000	1.413210e+000
5.387637952654659e-001	2.858799e+000	1.065304e+000
5.393490035615224e-001	1.624130e+000	5.962616e-001
5.398200410577727e-001	4.433023e-001	1.611698e-001
5.402625406901634e-001	-7.286368e-001	-2.593479e-001
5.407053144612325e-001	-1.849416e+000	-6.509768e-001
5.412377697904808e-001	-3.007385e+000	-1.043270e+000
5.417709103578930e-001	-3.912188e+000	-1.338550e+000
5.420067863004267e-001	-4.192310e+000	-1.425330e+000
5.421808201653141e-001	-4.323381e+000	-1.462617e+000
5.423489699684936e-001	-4.396005e+000	-1.480053e+000
5.425352935979941e-001	-4.420329e+000	-1.480371e+000
